"70 1st Street Rent,""179"",""Rent"",""-72"",""2159690"""
"46 4th Street Rent,""179"",""Rent"",""-531"",""2159762"""
"L&G Revenue,""179"",""Revenue"",""41400"",""2160293"""
"35 4th Avenue Rent,""179"",""Rent"",""-478"",""2118893"""
"13 Broadway Rent,""179"",""Rent"",""-1455"",""2119371"""
"Rest $ Foods Revenue,""179"",""Revenue"",""3991.8"",""2120826"""
"38 5th Avenue Rent,""179"",""Rent"",""-67"",""2116834"""
"Cole Van (L&G Daily Wage),""179"",""Wage"",""-58.79287"",""2116901"""
"James Lynch (HQ Ray Daily Wage),""179"",""Wage"",""-343.3367"",""2116960"""
"Patricia Koch (Logistic&Ray Daily Wage),""179"",""Wage"",""-161.2868"",""2117303"""
"Gerald Torres (Logistic&Ray Daily Wage),""179"",""Wage"",""-161.2868"",""2117464"""
"Joseph Halliday (HQ Ray Daily Wage),""179"",""Wage"",""-348.523"",""2117626"""
"Thomas Giron (HQ Ray Daily Wage),""179"",""Wage"",""-359.559"",""2117974"""
"Marisol Hagen (HQ Ray Daily Wage),""179"",""Wage"",""-339.7172"",""2118334"""
"Theresa Mann (HQ Ray Daily Wage),""179"",""Wage"",""-352.9337"",""2118673"""
"Randy Haugen (HQ Ray Daily Wage),""179"",""Wage"",""-350.7277"",""2119026"""
"Rick Nowak (L&G Daily Wage),""179"",""Wage"",""-707.3986"",""2119377"""
"Adriana Mercedes (L&G Daily Wage),""179"",""Wage"",""-711.5614"",""2120085"""
"Robert Quinlan (L&G Daily Wage),""179"",""Wage"",""-699.0792"",""2120796"""
"Janet Gonzalez (L&G Daily Wage),""179"",""Wage"",""-696.8844"",""2121495"""
"Leon Sadler (L&G Daily Wage),""179"",""Wage"",""-468.8252"",""2122192"""
"Preston Gordon (L&G Daily Wage),""179"",""Wage"",""-701.7625"",""2122661"""
"Lisa Turner (L&G Daily Wage),""179"",""Wage"",""-703.2378"",""2123363"""
"Janet Dodd (L&G Daily Wage),""179"",""Wage"",""-690.7683"",""2124066"""
"Leann Gonzalez (L&G Daily Wage),""179"",""Wage"",""-460.5122"",""2124757"""
"Stanley Turner (L&G Daily Wage),""179"",""Wage"",""-701.8013"",""2125217"""
"Latoya Thomas (L&G Daily Wage),""179"",""Wage"",""-699.0792"",""2125919"""
"Patrick Klock (L&G Daily Wage),""179"",""Wage"",""-703.2378"",""2126618"""
"Sharon Snyder (L&G Daily Wage),""179"",""Wage"",""-460.5122"",""2127321"""
"Monica Durbin (L&G Daily Wage),""179"",""Wage"",""-694.9227"",""2127782"""
"John Vanwinkle (L&G Daily Wage),""179"",""Wage"",""-316.2495"",""2128477"""
"Phyllis Hoffer (L&G Daily Wage),""179"",""Wage"",""-711.5614"",""2128793"""
"Louise Smith (L&G Daily Wage),""179"",""Wage"",""-690.7683"",""2129504"""
"Robert Cunningham (HQ Ray Daily Wage),""179"",""Wage"",""-104.1989"",""2130195"""
"John Lewis (HQ Ray Daily Wage),""179"",""Wage"",""-374.2989"",""2130299"""
"Alvin Munoz (Tech & Gift Daily Wage),""179"",""Wage"",""-150.3721"",""2130674"""
"Edward Davis (Tech & Gift Daily Wage),""179"",""Wage"",""-131.2711"",""2130824"""
"Peggy Freese (Tech & Gift Daily Wage),""179"",""Wage"",""-110.5229"",""2130955"""
"Jerome Day (Tech & Gift Daily Wage),""179"",""Wage"",""-141.4797"",""2131066"""
"Nick Vazquez (Tech & Gift Daily Wage),""179"",""Wage"",""-140.6476"",""2131207"""
"Jeffrey Switzer (Tech & Gift Daily Wage),""179"",""Wage"",""-165.0597"",""2131348"""
"Michael Kruger (Tech & Gift Daily Wage),""179"",""Wage"",""-188.6396"",""2131513"""
"Jess Kaplan (Tech & Gift Daily Wage),""179"",""Wage"",""-201.2156"",""2131702"""
"Jimmy McKenna (Tech & Gift Daily Wage),""179"",""Wage"",""-196.4852"",""2131903"""
"Replacement for Everett Beshears (Tech & Gift Wage),""179"",""Replacement Wage"",""-309.0133"",""2132099"""
"Mark Powell (Tech & Gift Daily Wage),""179"",""Wage"",""-200.0321"",""2132408"""
"Replacement for Barbara Nieves (Tech & Gift Wage),""179"",""Replacement Wage"",""-238.2329"",""2132608"""
"Everett Young (Tech & Gift Daily Wage),""179"",""Wage"",""-201.2156"",""2132847"""
"Richard Campbell (G&J Daily Wage),""179"",""Wage"",""-141.1735"",""2133048"""
"Mary Hagedorn (Rest $ Foods Daily Wage),""179"",""Wage"",""-219.7172"",""2133189"""
"Scott Rowe (Gift Dreams Daily Wage),""179"",""Wage"",""-131.9501"",""2133409"""
"Terri Buentello (Gift Dreams Daily Wage),""179"",""Wage"",""-76.28173"",""2133541"""
"Amy Stanford (G&J Daily Wage),""179"",""Wage"",""-67.83186"",""2133617"""
"Philip Kaiser (G&J Daily Wage),""179"",""Wage"",""-89.59065"",""2133685"""
"Sheila Johnson (G&J Daily Wage),""179"",""Wage"",""-230.2285"",""2133774"""
"Marilyn Perkins (G&J Daily Wage),""179"",""Wage"",""-198.8492"",""2134005"""
"Thelma Harris (G&J Daily Wage),""179"",""Wage"",""-101.9955"",""2134203"""
"Lois Perez (G&J Daily Wage),""179"",""Wage"",""-115.4578"",""2134305"""
"Leeann Burr (WareHouse Ray Daily Wage),""179"",""Wage"",""-146.2951"",""2134421"""
"Kathleen Hinds (HQ Ray Daily Wage),""179"",""Wage"",""-325.8668"",""2134567"""
"James Rodriguez (HQ Ray Daily Wage),""179"",""Wage"",""-251.8039"",""2134893"""
"Michael Strickland (HQ Ray Daily Wage),""179"",""Wage"",""-325.4391"",""2135145"""
"Marshall Bailey (HQ Ray Daily Wage),""179"",""Wage"",""-322.8894"",""2135470"""
"Kyle Blackman (HQ Ray Daily Wage),""179"",""Wage"",""-322.919"",""2135793"""
"Margaret Brown (Rest $ Foods Daily Wage),""179"",""Wage"",""-228.2375"",""2136116"""
"Brent Green (Rest $ Foods Daily Wage),""179"",""Wage"",""-31.86849"",""2136344"""
"Jason Tate (Gift Dreams Daily Wage),""179"",""Wage"",""-178.324"",""2136376"""
"Anita Payne (Gift Dreams Daily Wage),""179"",""Wage"",""-40.2889"",""2136554"""
"Angela Munger (Gift Dreams Daily Wage),""179"",""Wage"",""-150"",""2136595"""
"Marjorie Weitzman (Gift Dreams Daily Wage),""179"",""Wage"",""-240"",""2136745"""
"Kathleen Myers (Rest $ Foods Daily Wage),""179"",""Wage"",""-132"",""2136985"""
"Lori Mitchell (Rest $ Foods Daily Wage),""179"",""Wage"",""-193.6561"",""2137117"""
"Silver Health Insurance (Joseph Halliday) - 10 Employees,""178"",""Health Insurance"",""-128.3533"",""2137310"""
"Gold Health Insurance (Thomas Giron) - 10 Employees,""178"",""Health Insurance"",""-182.0647"",""2137439"""
"Bronze Health Insurance (Marisol Hagen) - 10 Employees,""178"",""Health Insurance"",""-80"",""2137621"""
"Randy Haugen training costs,""178"",""HR Training"",""-15.95449"",""2137701"""
"Silver Health Insurance (James Rodriguez) - 20 Employees,""178"",""Health Insurance"",""-276"",""2137717"""
"Marketing campaigns for G&J,""178"",""Marketing"",""-750"",""2137993"""
"Marketing campaigns for Tech & Gift,""178"",""Marketing"",""-9000"",""2138743"""
"Marketing campaigns for L&G,""178"",""Marketing"",""-6000"",""2147743"""
"Vantander Bank Loan Payment,""178"",""Loan Payment"",""-1520"",""2153743"""
"Vantander Bank Loan Payment,""178"",""Loan Payment"",""-1900"",""2155263"""
"53 4th Avenue Rent,""178"",""Rent"",""-110"",""2157163"""
"G&J Revenue,""178"",""Revenue"",""67295"",""2157273"""
"4 5th Avenue Rent,""178"",""Rent"",""-80"",""2089978"""
"Tech & Gift Revenue,""178"",""Revenue"",""125780"",""2090058"""
"14 6th Street Rent,""178"",""Rent"",""-422"",""1964278"""
"59 3rd Street Rent,""178"",""Rent"",""-76"",""1964700"""
"Gift Dreams Revenue,""178"",""Revenue"",""16358.5"",""1964776"""
"70 1st Street Rent,""178"",""Rent"",""-72"",""1948417"""
"46 4th Street Rent,""178"",""Rent"",""-531"",""1948489"""
"L&G Revenue,""178"",""Revenue"",""41100"",""1949020"""
"35 4th Avenue Rent,""178"",""Rent"",""-478"",""1907920"""
"13 Broadway Rent,""178"",""Rent"",""-1455"",""1908398"""
"Rest $ Foods Revenue,""178"",""Revenue"",""3365.4"",""1909853"""
"38 5th Avenue Rent,""178"",""Rent"",""-67"",""1906488"""
"Cole Van (L&G Daily Wage),""178"",""Wage"",""-58.79287"",""1906555"""
"James Lynch (HQ Ray Daily Wage),""178"",""Wage"",""-343.3367"",""1906614"""
"Patricia Koch (Logistic&Ray Daily Wage),""178"",""Wage"",""-161.2868"",""1906957"""
"Gerald Torres (Logistic&Ray Daily Wage),""178"",""Wage"",""-161.2868"",""1907118"""
"Joseph Halliday (HQ Ray Daily Wage),""178"",""Wage"",""-348.523"",""1907279"""
"Thomas Giron (HQ Ray Daily Wage),""178"",""Wage"",""-359.559"",""1907628"""
"Marisol Hagen (HQ Ray Daily Wage),""178"",""Wage"",""-339.7172"",""1907987"""
"Theresa Mann (HQ Ray Daily Wage),""178"",""Wage"",""-352.9337"",""1908327"""
"Randy Haugen (HQ Ray Daily Wage),""178"",""Wage"",""-350.7277"",""1908680"""
"Rick Nowak (L&G Daily Wage),""178"",""Wage"",""-707.3986"",""1909031"""
"Robert Willis (L&G Daily Wage),""178"",""Wage"",""-703.2378"",""1909738"""
"Adriana Mercedes (L&G Daily Wage),""178"",""Wage"",""-711.5614"",""1910441"""
"Don Rogers (L&G Daily Wage),""178"",""Wage"",""-703.2378"",""1911153"""
"Lisa Turner (L&G Daily Wage),""178"",""Wage"",""-703.2378"",""1911856"""
"Janet Dodd (L&G Daily Wage),""178"",""Wage"",""-690.7683"",""1912559"""
"Leann Gonzalez (L&G Daily Wage),""178"",""Wage"",""-460.5122"",""1913250"""
"Stanley Turner (L&G Daily Wage),""178"",""Wage"",""-701.8013"",""1913711"""
"Earl Manfredi (L&G Daily Wage),""178"",""Wage"",""-701.8322"",""1914412"""
"Patrick Klock (L&G Daily Wage),""178"",""Wage"",""-703.2378"",""1915114"""
"Leo Simmons (L&G Daily Wage),""178"",""Wage"",""-701.8213"",""1915818"""
"Jose Kimble (L&G Daily Wage),""178"",""Wage"",""-690.7683"",""1916519"""
"Sharon Snyder (L&G Daily Wage),""178"",""Wage"",""-460.5122"",""1917210"""
"Monica Durbin (L&G Daily Wage),""178"",""Wage"",""-694.9227"",""1917671"""
"Louise Smith (L&G Daily Wage),""178"",""Wage"",""-690.7683"",""1918366"""
"Gary Rhodes (L&G Daily Wage),""178"",""Wage"",""-699.0792"",""1919056"""
"Robert Cunningham (HQ Ray Daily Wage),""178"",""Wage"",""-102.765"",""1919755"""
"John Lewis (HQ Ray Daily Wage),""178"",""Wage"",""-374.2989"",""1919858"""
"Alvin Munoz (Tech & Gift Daily Wage),""178"",""Wage"",""-131.5756"",""1920232"""
"Edward Davis (Tech & Gift Daily Wage),""178"",""Wage"",""-150.0241"",""1920364"""
"Replacement for Peggy Freese (Tech & Gift Wage),""178"",""Replacement Wage"",""-115.1281"",""1920514"""
"Jerome Day (Tech & Gift Daily Wage),""178"",""Wage"",""-141.4797"",""1920629"""
"Nick Vazquez (Tech & Gift Daily Wage),""178"",""Wage"",""-164.0888"",""1920771"""
"Jeffrey Switzer (Tech & Gift Daily Wage),""178"",""Wage"",""-165.0597"",""1920935"""
"Michael Kruger (Tech & Gift Daily Wage),""178"",""Wage"",""-188.6396"",""1921100"""
"Replacement for Georgia Adams (Tech & Gift Wage),""178"",""Replacement Wage"",""-299.6325"",""1921288"""
"Jimmy McKenna (Tech & Gift Daily Wage),""178"",""Wage"",""-196.4852"",""1921588"""
"Everett Beshears (Tech & Gift Daily Wage),""178"",""Wage"",""-247.2106"",""1921785"""
"Mark Powell (Tech & Gift Daily Wage),""178"",""Wage"",""-200.0321"",""1922032"""
"Everett Young (Tech & Gift Daily Wage),""178"",""Wage"",""-201.2156"",""1922232"""
"Richard Campbell (G&J Daily Wage),""178"",""Wage"",""-211.7602"",""1922433"""
"Scott Rowe (Gift Dreams Daily Wage),""178"",""Wage"",""-131.9501"",""1922645"""
"Terri Buentello (Gift Dreams Daily Wage),""178"",""Wage"",""-152.5635"",""1922777"""
"Philip Kaiser (G&J Daily Wage),""178"",""Wage"",""-179.1813"",""1922929"""
"Sheila Johnson (G&J Daily Wage),""178"",""Wage"",""-255.8095"",""1923109"""
"Patsy Davison (G&J Daily Wage),""178"",""Wage"",""-145.5928"",""1923364"""
"Thelma Harris (G&J Daily Wage),""178"",""Wage"",""-142.7937"",""1923510"""
"Lois Perez (G&J Daily Wage),""178"",""Wage"",""-144.3222"",""1923653"""
"Leeann Burr (WareHouse Ray Daily Wage),""178"",""Wage"",""-146.2951"",""1923797"""
"Kathleen Hinds (HQ Ray Daily Wage),""178"",""Wage"",""-325.8668"",""1923943"""
"James Rodriguez (HQ Ray Daily Wage),""178"",""Wage"",""-251.8039"",""1924269"""
"Michael Strickland (HQ Ray Daily Wage),""178"",""Wage"",""-325.4391"",""1924521"""
"Marshall Bailey (HQ Ray Daily Wage),""178"",""Wage"",""-322.8894"",""1924846"""
"Kyle Blackman (HQ Ray Daily Wage),""178"",""Wage"",""-322.919"",""1925169"""
"Margaret Brown (Rest $ Foods Daily Wage),""178"",""Wage"",""-91.29498"",""1925492"""
"Brent Green (Rest $ Foods Daily Wage),""178"",""Wage"",""-47.80274"",""1925583"""
"Jason Tate (Gift Dreams Daily Wage),""178"",""Wage"",""-158.5102"",""1925631"""
"Anita Payne (Gift Dreams Daily Wage),""178"",""Wage"",""-60.43335"",""1925790"""
"Angela Munger (Gift Dreams Daily Wage),""178"",""Wage"",""-180"",""1925850"""
"Replacement for Marjorie Weitzman (Gift Dreams Wage),""178"",""Replacement Wage"",""-300"",""1926030"""
"Kathleen Myers (Rest $ Foods Daily Wage),""178"",""Wage"",""-154"",""1926330"""
"Lori Mitchell (Rest $ Foods Daily Wage),""178"",""Wage"",""-193.6561"",""1926484"""
"Tracy Stevens (Rest $ Foods Daily Wage),""178"",""Wage"",""-184.4018"",""1926678"""
"Taxi Ride,""178"",""Taxi Ride"",""-61.71277"",""1926862"""
"Silver Health Insurance (Joseph Halliday) - 10 Employees,""177"",""Health Insurance"",""-128.3533"",""1926924"""
"Gold Health Insurance (Thomas Giron) - 10 Employees,""177"",""Health Insurance"",""-182.0647"",""1927052"""
"Bronze Health Insurance (Marisol Hagen) - 10 Employees,""177"",""Health Insurance"",""-80"",""1927234"""
"Randy Haugen training costs,""177"",""HR Training"",""-15.75725"",""1927314"""
"Silver Health Insurance (James Rodriguez) - 20 Employees,""177"",""Health Insurance"",""-276"",""1927330"""
"Marketing campaigns for G&J,""177"",""Marketing"",""-750"",""1927606"""
"Marketing campaigns for Tech & Gift,""177"",""Marketing"",""-9000"",""1928356"""
"Marketing campaigns for L&G,""177"",""Marketing"",""-6000"",""1937356"""
"Vantander Bank Loan Payment,""177"",""Loan Payment"",""-1520"",""1943356"""
"Vantander Bank Loan Payment,""177"",""Loan Payment"",""-1900"",""1944876"""
"53 4th Avenue Rent,""177"",""Rent"",""-110"",""1946776"""
"G&J Revenue,""177"",""Revenue"",""41978.8"",""1946886"""
"4 5th Avenue Rent,""177"",""Rent"",""-80"",""1904907"""
"Tech & Gift Revenue,""177"",""Revenue"",""124836"",""1904987"""
"14 6th Street Rent,""177"",""Rent"",""-422"",""1780151"""
"59 3rd Street Rent,""177"",""Rent"",""-76"",""1780573"""
"Gift Dreams Revenue,""177"",""Revenue"",""5623.5"",""1780649"""
"70 1st Street Rent,""177"",""Rent"",""-72"",""1775026"""
"46 4th Street Rent,""177"",""Rent"",""-531"",""1775098"""
"L&G Revenue,""177"",""Revenue"",""48000"",""1775629"""
"35 4th Avenue Rent,""177"",""Rent"",""-478"",""1727629"""
"13 Broadway Rent,""177"",""Rent"",""-1455"",""1728107"""
"Rest $ Foods Revenue,""177"",""Revenue"",""4182.3"",""1729562"""
"38 5th Avenue Rent,""177"",""Rent"",""-67"",""1725380"""
"Cole Van (L&G Daily Wage),""177"",""Wage"",""-58.79287"",""1725447"""
"James Lynch (HQ Ray Daily Wage),""177"",""Wage"",""-343.3367"",""1725505"""
"Patricia Koch (Logistic&Ray Daily Wage),""177"",""Wage"",""-161.2868"",""1725849"""
"Gerald Torres (Logistic&Ray Daily Wage),""177"",""Wage"",""-161.2868"",""1726010"""
"Joseph Halliday (HQ Ray Daily Wage),""177"",""Wage"",""-348.523"",""1726171"""
"Thomas Giron (HQ Ray Daily Wage),""177"",""Wage"",""-359.559"",""1726520"""
"Marisol Hagen (HQ Ray Daily Wage),""177"",""Wage"",""-339.7172"",""1726879"""
"Theresa Mann (HQ Ray Daily Wage),""177"",""Wage"",""-352.9337"",""1727219"""
"Randy Haugen (HQ Ray Daily Wage),""177"",""Wage"",""-350.7277"",""1727572"""
"Rick Nowak (L&G Daily Wage),""177"",""Wage"",""-707.3986"",""1727923"""
"Robert Willis (L&G Daily Wage),""177"",""Wage"",""-703.2378"",""1728630"""
"Charles Stein (L&G Daily Wage),""177"",""Wage"",""-707.3986"",""1729333"""
"Adriana Mercedes (L&G Daily Wage),""177"",""Wage"",""-711.5614"",""1730041"""
"Don Rogers (L&G Daily Wage),""177"",""Wage"",""-703.2378"",""1730752"""
"Robert Quinlan (L&G Daily Wage),""177"",""Wage"",""-699.0792"",""1731455"""
"Janet Gonzalez (L&G Daily Wage),""177"",""Wage"",""-696.8844"",""1732154"""
"David Wilson (L&G Daily Wage),""177"",""Wage"",""-690.7683"",""1732851"""
"Preston Gordon (L&G Daily Wage),""177"",""Wage"",""-701.7625"",""1733542"""
"Lisa Turner (L&G Daily Wage),""177"",""Wage"",""-703.2378"",""1734244"""
"Janet Dodd (L&G Daily Wage),""177"",""Wage"",""-690.7683"",""1734947"""
"Leann Gonzalez (L&G Daily Wage),""177"",""Wage"",""-460.5122"",""1735638"""
"Latoya Thomas (L&G Daily Wage),""177"",""Wage"",""-233.0264"",""1736098"""
"Leo Simmons (L&G Daily Wage),""177"",""Wage"",""-701.8213"",""1736331"""
"Jose Kimble (L&G Daily Wage),""177"",""Wage"",""-690.7683"",""1737033"""
"Sharon Snyder (L&G Daily Wage),""177"",""Wage"",""-460.5122"",""1737724"""
"Monica Durbin (L&G Daily Wage),""177"",""Wage"",""-694.9227"",""1738184"""
"John Vanwinkle (L&G Daily Wage),""177"",""Wage"",""-316.2495"",""1738879"""
"Louise Smith (L&G Daily Wage),""177"",""Wage"",""-690.7683"",""1739196"""
"Gary Rhodes (L&G Daily Wage),""177"",""Wage"",""-699.0792"",""1739886"""
"Robert Cunningham (HQ Ray Daily Wage),""177"",""Wage"",""-50.66174"",""1740585"""
"John Lewis (HQ Ray Daily Wage),""177"",""Wage"",""-374.2989"",""1740636"""
"Replacement for Alvin Munoz (Tech & Gift Wage),""177"",""Replacement Wage"",""-140.9738"",""1741010"""
"Replacement for Edward Davis (Tech & Gift Wage),""177"",""Replacement Wage"",""-117.2063"",""1741151"""
"Peggy Freese (Tech & Gift Daily Wage),""177"",""Wage"",""-147.3639"",""1741269"""
"Replacement for Jerome Day (Tech & Gift Wage),""177"",""Replacement Wage"",""-324.2244"",""1741416"""
"Jeffrey Switzer (Tech & Gift Daily Wage),""177"",""Wage"",""-188.6396"",""1741740"""
"Michael Kruger (Tech & Gift Daily Wage),""177"",""Wage"",""-188.6396"",""1741929"""
"Jimmy McKenna (Tech & Gift Daily Wage),""177"",""Wage"",""-196.4852"",""1742117"""
"Everett Beshears (Tech & Gift Daily Wage),""177"",""Wage"",""-247.2106"",""1742314"""
"Mark Powell (Tech & Gift Daily Wage),""177"",""Wage"",""-200.0321"",""1742561"""
"Everett Young (Tech & Gift Daily Wage),""177"",""Wage"",""-201.2156"",""1742761"""
"Richard Campbell (G&J Daily Wage),""177"",""Wage"",""-211.7602"",""1742962"""
"Mary Hagedorn (Rest $ Foods Daily Wage),""177"",""Wage"",""-268.5432"",""1743174"""
"Terri Buentello (Gift Dreams Daily Wage),""177"",""Wage"",""-76.28173"",""1743443"""
"Amy Stanford (G&J Daily Wage),""177"",""Wage"",""-90.44247"",""1743519"""
"Philip Kaiser (G&J Daily Wage),""177"",""Wage"",""-156.7836"",""1743609"""
"Sheila Johnson (G&J Daily Wage),""177"",""Wage"",""-204.6476"",""1743766"""
"Patsy Davison (G&J Daily Wage),""177"",""Wage"",""-121.3273"",""1743971"""
"Thelma Harris (G&J Daily Wage),""177"",""Wage"",""-81.59641"",""1744092"""
"Lois Perez (G&J Daily Wage),""177"",""Wage"",""-173.1867"",""1744174"""
"Leeann Burr (WareHouse Ray Daily Wage),""177"",""Wage"",""-146.2951"",""1744347"""
"Kathleen Hinds (HQ Ray Daily Wage),""177"",""Wage"",""-325.8668"",""1744493"""
"James Rodriguez (HQ Ray Daily Wage),""177"",""Wage"",""-251.8039"",""1744819"""
"Michael Strickland (HQ Ray Daily Wage),""177"",""Wage"",""-325.4391"",""1745071"""
"Marshall Bailey (HQ Ray Daily Wage),""177"",""Wage"",""-322.8894"",""1745396"""
"Kyle Blackman (HQ Ray Daily Wage),""177"",""Wage"",""-322.919"",""1745719"""
"Brent Green (Rest $ Foods Daily Wage),""177"",""Wage"",""-47.80274"",""1746042"""
"Jason Tate (Gift Dreams Daily Wage),""177"",""Wage"",""-158.5102"",""1746090"""
"Anita Payne (Gift Dreams Daily Wage),""177"",""Wage"",""-100.7222"",""1746248"""
"Replacement for Angela Munger (Gift Dreams Wage),""177"",""Replacement Wage"",""-225"",""1746349"""
"Marjorie Weitzman (Gift Dreams Daily Wage),""177"",""Wage"",""-240"",""1746574"""
"Kathleen Myers (Rest $ Foods Daily Wage),""177"",""Wage"",""-110"",""1746814"""
"Lori Mitchell (Rest $ Foods Daily Wage),""177"",""Wage"",""-193.6561"",""1746924"""
"Tracy Stevens (Rest $ Foods Daily Wage),""177"",""Wage"",""-138.3013"",""1747118"""
"Purchase from Manhattan Gas,""177"",""Item Purchase"",""-50"",""1747256"""
"Purchase from Manhattan Gas,""177"",""Item Purchase"",""-2051.835"",""1747306"""
"NY AutoTow Service,""177"",""Auto Tow Service"",""-500"",""1749358"""
"Purchase from NY Distro Inc,""177"",""Item Purchase"",""-470.4"",""1749858"""
"Sold UMC Desert,""177"",""Item Sold"",""4461.821"",""1750328"""
"Sold Honza Mimic,""177"",""Item Sold"",""1610.997"",""1745866"""
"Taxi Ride,""177"",""Taxi Ride"",""-26.84086"",""1744255"""
"Sold Bathroom Mirror,""177"",""Item Sold"",""144"",""1744282"""
"Sold Modular Sink,""177"",""Item Sold"",""680"",""1744138"""
"Taxi Ride,""177"",""Taxi Ride"",""-67.92996"",""1743458"""
"Silver Health Insurance (Joseph Halliday) - 10 Employees,""176"",""Health Insurance"",""-128.3533"",""1743526"""
"Gold Health Insurance (Thomas Giron) - 10 Employees,""176"",""Health Insurance"",""-182.0647"",""1743654"""
"Bronze Health Insurance (Marisol Hagen) - 10 Employees,""176"",""Health Insurance"",""-80"",""1743837"""
"Randy Haugen training costs,""176"",""HR Training"",""-15.55518"",""1743917"""
"Silver Health Insurance (James Rodriguez) - 20 Employees,""176"",""Health Insurance"",""-276"",""1743932"""
"Marketing campaigns for G&J,""176"",""Marketing"",""-750"",""1744208"""
"Marketing campaigns for Tech & Gift,""176"",""Marketing"",""-9000"",""1744958"""
"Marketing campaigns for L&G,""176"",""Marketing"",""-6000"",""1753958"""
"Vantander Bank Loan Payment,""176"",""Loan Payment"",""-1520"",""1759958"""
"Vantander Bank Loan Payment,""176"",""Loan Payment"",""-1900"",""1761478"""
"53 4th Avenue Rent,""176"",""Rent"",""-110"",""1763378"""
"G&J Revenue,""176"",""Revenue"",""25865.2"",""1763488"""
"4 5th Avenue Rent,""176"",""Rent"",""-80"",""1737623"""
"14 6th Street Rent,""176"",""Rent"",""-422"",""1737703"""
"59 3rd Street Rent,""176"",""Rent"",""-76"",""1738125"""
"Gift Dreams Revenue,""176"",""Revenue"",""11187.5"",""1738201"""
"70 1st Street Rent,""176"",""Rent"",""-72"",""1727013"""
"46 4th Street Rent,""176"",""Rent"",""-531"",""1727085"""
"L&G Revenue,""176"",""Revenue"",""38100"",""1727616"""
"35 4th Avenue Rent,""176"",""Rent"",""-478"",""1689516"""
"13 Broadway Rent,""176"",""Rent"",""-1455"",""1689994"""
"38 5th Avenue Rent,""176"",""Rent"",""-67"",""1691449"""
"Cole Van (L&G Daily Wage),""176"",""Wage"",""-58.79287"",""1691516"""
"James Lynch (HQ Ray Daily Wage),""176"",""Wage"",""-343.3367"",""1691575"""
"Patricia Koch (Logistic&Ray Daily Wage),""176"",""Wage"",""-161.2868"",""1691918"""
"Gerald Torres (Logistic&Ray Daily Wage),""176"",""Wage"",""-161.2868"",""1692080"""
"Joseph Halliday (HQ Ray Daily Wage),""176"",""Wage"",""-348.523"",""1692241"""
"Thomas Giron (HQ Ray Daily Wage),""176"",""Wage"",""-359.559"",""1692589"""
"Marisol Hagen (HQ Ray Daily Wage),""176"",""Wage"",""-339.7172"",""1692949"""
"Theresa Mann (HQ Ray Daily Wage),""176"",""Wage"",""-352.9337"",""1693289"""
"Randy Haugen (HQ Ray Daily Wage),""176"",""Wage"",""-350.7277"",""1693642"""
"Robert Willis (L&G Daily Wage),""176"",""Wage"",""-703.2378"",""1693992"""
"Charles Stein (L&G Daily Wage),""176"",""Wage"",""-707.3986"",""1694696"""
"Adriana Mercedes (L&G Daily Wage),""176"",""Wage"",""-711.5614"",""1695403"""
"Robert Quinlan (L&G Daily Wage),""176"",""Wage"",""-699.0792"",""1696114"""
"Janet Gonzalez (L&G Daily Wage),""176"",""Wage"",""-696.8844"",""1696814"""
"Lisa Turner (L&G Daily Wage),""176"",""Wage"",""-703.2378"",""1697510"""
"Janet Dodd (L&G Daily Wage),""176"",""Wage"",""-690.7683"",""1698214"""
"Stanley Turner (L&G Daily Wage),""176"",""Wage"",""-701.8013"",""1698904"""
"Leo Simmons (L&G Daily Wage),""176"",""Wage"",""-701.8213"",""1699606"""
"Jose Kimble (L&G Daily Wage),""176"",""Wage"",""-690.7683"",""1700308"""
"Sharon Snyder (L&G Daily Wage),""176"",""Wage"",""-460.5122"",""1700999"""
"John Vanwinkle (L&G Daily Wage),""176"",""Wage"",""-316.2495"",""1701459"""
"Phyllis Hoffer (L&G Daily Wage),""176"",""Wage"",""-711.5614"",""1701776"""
"Louise Smith (L&G Daily Wage),""176"",""Wage"",""-690.7683"",""1702487"""
"Gary Rhodes (L&G Daily Wage),""176"",""Wage"",""-699.0792"",""1703178"""
"Robert Cunningham (HQ Ray Daily Wage),""176"",""Wage"",""-99.88237"",""1703877"""
"John Lewis (HQ Ray Daily Wage),""176"",""Wage"",""-374.2989"",""1703977"""
"Richard Campbell (G&J Daily Wage),""176"",""Wage"",""-235.2891"",""1704351"""
"Scott Rowe (Gift Dreams Daily Wage),""176"",""Wage"",""-98.96257"",""1704586"""
"Terri Buentello (Gift Dreams Daily Wage),""176"",""Wage"",""-152.5635"",""1704685"""
"Philip Kaiser (G&J Daily Wage),""176"",""Wage"",""-201.579"",""1704838"""
"Sheila Johnson (G&J Daily Wage),""176"",""Wage"",""-204.6476"",""1705040"""
"Marilyn Perkins (G&J Daily Wage),""176"",""Wage"",""-149.1369"",""1705244"""
"Thelma Harris (G&J Daily Wage),""176"",""Wage"",""-81.59641"",""1705393"""
"Lois Perez (G&J Daily Wage),""176"",""Wage"",""-115.4578"",""1705475"""
"Leeann Burr (WareHouse Ray Daily Wage),""176"",""Wage"",""-146.2951"",""1705590"""
"Kathleen Hinds (HQ Ray Daily Wage),""176"",""Wage"",""-325.8668"",""1705737"""
